LON	LAT	NUMBER	STREET	UNIT	CITY	DISTRICT	REGION	POSTCODE	ID	HASH
-66.7285932	45.9632473	24	Sherry's Ln		Fredericton			E3C1L8		ee4c70b5856e0b15
-66.6437207	45.9633867	371	Queen St		Fredericton			E3B1B1		f4efdcffd9913f5f
-66.6518049	45.9633793	180	Smythe St		Fredericton			E3B3C6		3c7b5ba65c0686e0
-66.6918587	45.9633206	501	Golf Club Rd		Fredericton			E3B5Z5		bca067e48a50fa0c
-66.7677296	45.9631692	42	Fairview Dr		Fredericton			E3C1L1		5e06ae6fcc92ab96
-66.7271111	45.9632599	21	MacIntosh St		Fredericton			E3C1L8		b09acf79aa4a4bc2
-66.6497284	45.9633897	181	Brunswick St		Fredericton			E3B1G7		83f5274dd262fd74
-66.665891	45.9633741	304	Woodstock Rd		Fredericton			E3B2J1		570e7c32dcf4b4a7
-66.617809	45.9634345	266	Gibson St		Fredericton			E3A4E3		1be359bbbcbff3d8
-66.6782765	45.9633576	730	Woodstock Rd		Fredericton			E3B5N7		2c78c99211ef468a
-66.7707061	45.9631797	56	Mooers Dr		Fredericton			E3C1K9		8fc71a9a81578b64
-66.6624482	45.9633862	205	Parkhurst Dr		Fredericton			E3B2J7		4ac70bf7e0557783
-66.6235387	45.9634351	161	Henry St		Fredericton			E3A3J4		0f3f218b677bb371
-66.7204435	45.9632895	234	Talisman Cres		Fredericton			E3C1M1		205b00d277a528c7
-66.6455547	45.9634105	82	Westmorland St		Fredericton			E3B3L3		6e355a1c5a9e68be
-66.7667466	45.9631962	33	Westwood Dr		Fredericton			E3C1K7		c445157d7251b33c
-66.6189418	45.9634499	243	Gibson St		Fredericton			E3A4E5		59afb7845aa8a6e5
-66.6524726	45.9634104	189	Smythe St		Fredericton			E3B3C7		8de298baed3d3e4d
-66.7289303	45.9632822	23	Sherry's Ln		Fredericton			E3C1L8		fd6fee110f131386
-66.6932405	45.9633493	56	Duval Crt		Fredericton			E3B6Y7		d6106ba1e6201a63
-66.7267672	45.9632875	20	MacIntosh St		Fredericton			E3C1L8		a91689e121de4bbe
-66.731796	45.9632824	11	Barrington Rd		Fredericton			E3C0A5		a4fab5ebda0f9763
-66.7256397	45.9632969	63	Amberwood Ln		Fredericton			E3C1L7		e4b14f6ea8144bd3
-66.6445104	45.9634307	346	Queen St		Fredericton			E3B1B2		53454a4db0a014ab
-66.7298741	45.9632912	15	Jessie Dr		Fredericton			E3C1L8		5e056b24fd2778c6
-66.6505174	45.9634247	152	Brunswick St		Fredericton			E3B1G6		c12f733c9ebe8ddb
-66.6487209	45.9634288	130	Northumberland St		Fredericton			E3B1G8		0e0a04877d493c90
-66.6246934	45.9634586	773	Byng St		Fredericton			E3A3H5		c743a41fea02b5bd
-66.7295238	45.9632956	16	Jessie Dr		Fredericton			E3C1L8		032429f59d40aa78
-66.7636588	45.9632268	34	Orchard Dr		Fredericton			E3C1K6		f44976d17bc051f1
-66.6606382	45.9634194	5	Manor Crt		Fredericton			E3B2M9		288416ea5b59715b
-66.617673	45.9634742	270	Gibson St		Fredericton			E3A4E3		248bc3b748b2fb99
-66.7207295	45.9633254	218	Talisman Cres		Fredericton			E3C1M1		1a06b97605d2e210
-66.6890766	45.9633824	7	Riverview Crt		Fredericton			E3B5Y6		e4ef7839fe66ad93
-66.7641304	45.9632334	37	Orchard Dr		Fredericton			E3C1K6		c200c91461eda9dd
-66.6926381	45.9633774	72	Duval Crt		Fredericton			E3B6Y7		02de9798e76f32ce
-66.6498505	45.9634436	173	Brunswick St		Fredericton			E3B1G7		a5f7b254ffa9ea76
-66.6233678	45.9634758	163	Henry St		Fredericton			E3A3J4		d7d883a836fc8613
-66.6869364	45.9633892	100	Riverview Dr		Fredericton			E3B5Z1		89aeafefbfacbcf8
-66.6876181	45.9633893	2	Riverview Crt		Fredericton			E3B5Y7		26b0a01e4086c458
-66.7685047	45.9632276	43	Fairview Dr		Fredericton			E3C1K4		5c8c843fc2059955
-66.6929039	45.9633819	66	Duval Crt		Fredericton			E3B6Y7		a2f53dacb34b3acc
-66.6258669	45.9634794	761	Union St		Fredericton			E3A3P3		2318cbe5980979c8
-66.6595035	45.963439	83	Rookwood Ave		Fredericton			E3B2L8		bda71ab29fe8abf8
-66.6998921	45.9633761	35	Coburn Dr		Fredericton			E3B6Z7		bf5d9fc6fb855ab2
-66.6475469	45.9634583	238	King St		Fredericton			E3B1E2		47033a9103f3cd4d
-66.6187568	45.9634951	247	Gibson St		Fredericton			E3A4E5		3afbd3227ff8b584
-66.643879	45.9634666	361	Queen St		Fredericton			E3B1B1		c06cb0bf96c0793f
-66.7308431	45.9633271	11	Senator Dr		Fredericton			E3C1L8		97cd1d42ac4f6ee2
-66.7276352	45.9633346	46	Baybarry St		Fredericton			E3C1L8		0c81790acd679c07
-66.6669007	45.9634405	319	Woodstock Rd		Fredericton			E3B2H9		5a7eb28cd8755c58
-66.7314257	45.9633292	8	Barrington Rd		Fredericton			E3C1L8		865a4155a6596216
-66.6421992	45.9634759	20	York St		Fredericton			E3B3N3		400b632092637672
-66.7678036	45.9632549	40	Fairview Dr		Fredericton			E3C1L1		236278552fc7e0f5
-66.7185208	45.9633603	14	Giles St		Fredericton			E3C1N5		cd3886f657b5f09d
-66.650633	45.9634736	142	Brunswick St		Fredericton			E3B1G6		284549e0ffdff708
-66.6498041	45.9634774	175	Brunswick St		Fredericton			E3B1G7		21a96e28be0eb97e
-66.7210386	45.963364	210	Talisman Cres		Fredericton			E3C1M1		fc085322dc2846f6
-66.6542307	45.9634764	216	Odell Ave		Fredericton			E3B2L5		29ec689e6a12c4ec
-66.6174325	45.9635248	276	Gibson St		Fredericton			E3A4E3		090c3cb0f7db196c
-66.6609705	45.963472	157	Parkhurst Dr		Fredericton			E3B2J5		af91ad453bfefcb1
-66.6602442	45.963473	16	Manor Crt		Fredericton			E3B2M9		0913b7ac0f7c4eb5
-66.623186	45.9635205	165	Henry St		Fredericton			E3A3J4		26e8808bf9faff63
-66.6993478	45.9634135	50	Coburn Dr		Fredericton			E3B6Z7		125208a990b7d3c1
